,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Customer_Age,Years_Since_Enrollment
833,Master,Widow,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,Accept,No,76,12
834,Graduation,Married,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,Accept,No,38,12
835,Graduation,Married,59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,Refuse,No,48,12
836,Graduation,Single,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,Accept,No,42,12
837,2n Cycle,Married,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,Refuse,No,74,12
838,PhD,Single,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,Accept,No,51,10
839,PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,Refuse,No,51,10
841,PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,Accept,No,51,10
842,PhD,Widow,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,Refuse,No,74,10
843,Graduation,Single,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,Refuse,No,73,10
844,PhD,Married,67353.0,0,1,37,702,17,151,0,8,35,5,5,6,12,2,Refuse,No,54,11
845,2n Cycle,Married,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,Refuse,No,49,11
846,Master,Married,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,Refuse,No,59,11
847,Graduation,Widow,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,Refuse,No,53,11
848,Graduation,Married,21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,Refuse,No,55,11
849,Graduation,Married,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,Refuse,No,46,11
850,Graduation,Married,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,Refuse,No,52,11
851,Graduation,Married,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,Refuse,No,33,11
852,Master,Married,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,Refuse,No,66,11
853,Master,Married,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,Refuse,No,53,11
854,PhD,Married,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,Refuse,No,74,11
855,Graduation,Single,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,Accept,No,40,11
856,Graduation,Divorced,51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,Refuse,No,52,11
857,Basic,Married,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,Refuse,No,35,11
858,PhD,Married,40706.0,2,1,37,59,0,11,4,2,5,4,3,0,4,7,Refuse,No,56,11
859,PhD,Divorced,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,Refuse,No,65,12
860,Graduation,Married,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,Refuse,No,66,12
861,Graduation,Widow,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,Refuse,No,55,12
862,Graduation,Married,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,Refuse,No,68,10
863,PhD,Widow,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,Refuse,No,55,10
864,Graduation,Single,46344.0,1,1,38,11,1,6,2,1,6,2,1,1,2,5,Refuse,No,70,10
865,Graduation,Married,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,Refuse,No,44,11
866,PhD,Single,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,Accept,No,58,11
867,Graduation,Divorced,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,Refuse,No,38,11
868,Graduation,Married,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,Refuse,No,49,11
869,Master,Married,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,Refuse,No,59,11
870,2n Cycle,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,Refuse,No,66,11
871,Master,Married,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,Refuse,No,42,11
872,Graduation,Married,51148.0,1,1,38,235,6,45,8,9,12,4,5,1,6,6,Refuse,No,51,11
873,Graduation,Divorced,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,Refuse,No,61,11
874,PhD,Married,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,Refuse,No,51,11
875,PhD,Married,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,Refuse,No,55,11
876,2n Cycle,Married,12393.0,0,0,38,5,6,15,11,7,13,1,2,0,3,9,Refuse,No,46,12
877,PhD,Single,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,Refuse,No,40,12
878,2n Cycle,Married,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,Refuse,No,67,12
879,2n Cycle,Married,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,Accept,No,67,12
880,PhD,Married,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,Refuse,No,69,12
881,Graduation,Married,17323.0,0,0,38,3,14,17,6,1,5,1,1,0,3,8,Refuse,No,37,12
882,Graduation,Divorced,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,Refuse,No,64,12
883,PhD,Widow,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,Accept,No,68,12
884,Graduation,Divorced,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,Refuse,No,62,12
885,PhD,Married,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,Refuse,No,59,12
886,Graduation,Married,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,Refuse,No,39,12
887,Graduation,Married,61482.0,0,0,39,48,58,68,16,66,43,1,3,2,6,2,Refuse,No,59,10
888,Graduation,Single,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,Refuse,No,54,10
890,PhD,Married,52190.0,1,1,39,42,0,17,0,0,18,3,2,1,3,5,Refuse,No,48,10
891,Graduation,Married,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,Refuse,No,50,10
892,Graduation,Married,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,Refuse,No,56,11
893,Master,Married,34109.0,0,1,39,9,1,5,2,1,4,1,0,0,3,4,Refuse,No,53,11
894,Graduation,Married,23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,Refuse,No,38,11
895,PhD,Married,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,Refuse,No,58,11
896,PhD,Divorced,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,Refuse,No,48,11
897,2n Cycle,Married,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,Refuse,No,46,11
898,PhD,Single,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,Refuse,No,62,11
899,Master,Married,52247.25135379061,0,1,39,187,5,65,26,20,14,2,4,2,6,5,Refuse,No,54,11
900,Graduation,Single,57967.0,0,1,39,229,7,137,4,0,91,5,4,2,8,5,Refuse,No,62,11
901,PhD,Widow,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,Accept,No,75,11
902,PhD,Married,72550.0,1,1,39,826,50,317,50,38,38,9,5,2,12,8,Refuse,No,70,12
903,Master,Married,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,Refuse,No,54,12
904,2n Cycle,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,Accept,No,69,12
905,2n Cycle,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,Refuse,No,69,12
906,PhD,Married,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,Refuse,No,35,10
907,PhD,Married,36663.0,1,0,40,18,0,6,3,3,5,1,1,1,3,2,Refuse,No,49,10
908,Master,Married,53204.0,1,1,40,29,0,8,2,0,6,1,1,0,3,4,Refuse,No,48,10
909,Master,Married,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,Refuse,No,42,10
910,Master,Married,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,Refuse,No,71,11
911,Graduation,Single,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,Accept,No,71,11
912,Graduation,Married,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,Refuse,No,32,11
913,Graduation,Married,42192.0,0,0,40,40,15,15,17,6,7,1,2,1,3,4,Refuse,No,76,11
914,Graduation,Married,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,Refuse,No,64,11
915,Graduation,Married,22775.0,1,0,40,5,1,8,0,0,1,1,1,0,2,8,Refuse,No,46,11
917,Graduation,Married,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,Refuse,No,52,11
918,Graduation,Married,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,Accept,No,52,11
920,Basic,Married,14188.0,0,0,40,2,7,11,16,12,27,1,2,0,4,6,Refuse,No,52,11
921,PhD,Married,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,Refuse,No,39,11
922,Graduation,Married,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,Refuse,No,68,11
923,Graduation,Married,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,Refuse,No,70,12
924,PhD,Single,68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,Accept,No,33,12
925,PhD,Married,52869.0,1,1,40,84,3,61,2,1,21,3,3,1,4,7,Accept,No,70,12
926,Graduation,Single,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,Accept,No,38,12
927,Graduation,Single,75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,Accept,No,48,12
928,Graduation,Married,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,Refuse,No,74,12
929,2n Cycle,Married,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,Refuse,No,49,12
930,Graduation,Married,27803.0,1,0,40,8,26,46,38,9,49,2,3,0,4,8,Refuse,No,51,12
931,PhD,Married,69283.0,0,1,41,674,62,134,0,26,8,4,7,3,13,5,Refuse,No,49,10
932,Basic,Single,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,Refuse,No,32,10
933,2n Cycle,Married,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,Refuse,No,59,10
935,2n Cycle,Married,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,Refuse,No,51,10
936,Master,Divorced,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,Refuse,No,48,10
937,Master,Married,85738.0,0,0,41,913,26,376,17,26,13,1,3,6,11,1,Refuse,No,46,10
938,Graduation,Married,60934.0,0,1,41,224,155,155,192,93,54,2,6,4,11,4,Refuse,No,49,10
939,Master,Married,27161.0,1,0,41,7,4,23,7,0,11,1,1,0,3,7,Refuse,No,38,11
940,PhD,Divorced,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,Refuse,No,63,11
941,Basic,Married,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,Refuse,No,51,12
942,Graduation,Married,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,Refuse,No,47,12
943,PhD,Single,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,Accept,Yes,40,12
944,PhD,Married,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,Accept,No,61,12
945,Graduation,Married,37040.0,0,0,41,86,2,73,69,38,48,1,4,2,5,8,Refuse,No,42,12
946,Master,Married,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,Refuse,No,47,10
947,Graduation,Married,92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,Refuse,No,38,10
948,Graduation,Married,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,Refuse,No,48,10
949,PhD,Married,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,Refuse,No,50,10
950,Graduation,Married,28587.0,1,0,42,22,4,17,12,10,13,3,2,0,4,6,Refuse,No,46,10
951,Graduation,Married,88325.0,0,0,42,519,71,860,93,27,53,1,6,2,9,2,Refuse,No,43,10
952,Master,Married,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,Refuse,No,66,11
953,2n Cycle,Divorced,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,Accept,No,72,11
954,2n Cycle,Single,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,Refuse,No,46,11
955,Master,Married,27889.0,1,0,42,14,0,4,0,0,8,1,1,1,2,6,Refuse,No,47,11
956,2n Cycle,Single,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,Refuse,No,44,11
957,PhD,Married,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,Refuse,No,57,11
958,Basic,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,Refuse,No,45,11
959,Master,Single,61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,Refuse,No,66,11
960,Master,Single,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,Refuse,No,48,11
961,Graduation,Married,2447.0,1,0,42,1,1,1725,1,1,1,15,0,28,0,1,Refuse,No,45,11
962,Graduation,Single,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,Accept,No,67,12
963,Graduation,Married,42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,Refuse,No,35,12
964,2n Cycle,Single,80617.0,0,0,42,594,51,631,72,55,32,1,4,6,8,2,Refuse,No,29,12
965,Graduation,Married,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,Refuse,No,39,12
966,Graduation,Married,16531.0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,Refuse,No,46,10
967,PhD,Married,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,Refuse,No,58,10
968,PhD,Married,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,Refuse,No,40,10
969,PhD,Married,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,Refuse,No,59,10
970,Graduation,Single,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,Refuse,No,36,10
971,PhD,Single,34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,Refuse,No,65,10
972,PhD,Married,52854.0,1,1,43,105,0,10,0,1,0,2,2,1,4,5,Refuse,No,65,10
973,Graduation,Married,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,Accept,No,54,10
974,PhD,Married,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,Refuse,No,54,11
976,PhD,Married,65352.0,0,1,43,284,3,84,4,7,23,2,4,2,8,4,Refuse,No,50,11
977,Graduation,Married,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,Refuse,No,52,11
978,Graduation,Single,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,Refuse,No,45,11
979,PhD,Married,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,Refuse,No,56,11
980,Graduation,Single,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,Refuse,No,52,11
981,Graduation,Divorced,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,Refuse,No,54,11
982,Master,Married,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,Refuse,No,38,11
984,PhD,Divorced,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,Accept,No,71,12
985,Basic,Married,13724.0,1,0,43,2,7,5,2,15,27,1,2,0,2,9,Refuse,No,36,12
986,Graduation,Married,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,Refuse,No,57,10
987,PhD,Married,37334.0,1,1,44,26,1,16,2,2,15,4,3,0,4,4,Refuse,No,66,10
988,2n Cycle,Married,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,Refuse,No,73,11
990,2n Cycle,Married,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,Refuse,No,68,11
991,Graduation,Married,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,Refuse,No,71,11
992,Master,Married,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,Refuse,No,63,11
993,PhD,Married,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,Refuse,No,44,11
994,2n Cycle,Single,89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,Accept,No,58,12
995,Graduation,Single,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,Accept,No,56,12
996,Graduation,Single,76467.0,1,0,44,676,161,426,210,44,58,2,2,5,5,6,Accept,No,54,12
997,Graduation,Single,52247.25135379061,1,1,45,7,0,8,2,0,1,1,1,0,2,7,Refuse,No,67,10
998,Graduation,Married,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,Refuse,No,76,10
999,Graduation,Single,43602.0,1,1,45,19,5,12,10,3,19,3,3,1,2,6,Refuse,No,58,10
1000,Graduation,Single,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,Refuse,Yes,46,11
1001,Graduation,Single,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,Refuse,No,73,11
1002,Graduation,Married,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,Refuse,No,54,11
1003,PhD,Married,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,Refuse,No,54,11
1004,Graduation,Married,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,Refuse,No,49,11
1005,2n Cycle,Divorced,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,Refuse,No,45,11
1006,Graduation,Married,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,Refuse,No,71,11
1007,Graduation,Married,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,Refuse,No,46,11
1008,Graduation,Married,57113.0,1,1,45,182,4,33,0,2,42,6,4,1,5,7,Refuse,No,46,11
1009,Master,Married,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,Refuse,No,79,11
1010,Graduation,Single,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,Refuse,No,42,11
1011,Graduation,Married,25271.0,1,0,45,10,1,18,10,4,7,1,1,1,2,9,Refuse,No,41,12
1012,Graduation,Single,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,Refuse,No,58,12
1014,PhD,Married,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,Refuse,No,66,10
1015,Master,Single,36927.0,1,1,46,51,0,16,0,0,4,2,3,0,3,8,Refuse,No,69,10
1016,Graduation,Married,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,Refuse,No,47,10
1017,Graduation,Married,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,Accept,No,75,10
1018,Graduation,Married,33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,Refuse,No,49,10
1019,Master,Married,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,Refuse,No,42,11
1020,2n Cycle,Married,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,Refuse,No,47,11
1021,Graduation,Single,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,Refuse,No,63,11
1022,Graduation,Single,66951.0,0,0,46,277,162,305,173,76,124,1,3,4,7,1,Refuse,No,36,11
1023,Graduation,Married,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,Refuse,No,45,11
1025,Master,Married,43018.0,0,1,46,35,4,17,7,6,64,1,2,2,2,5,Refuse,No,50,11
1026,Graduation,Married,75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,Accept,No,55,11
1027,PhD,Single,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,Refuse,No,35,11
1029,Graduation,Divorced,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,Refuse,No,54,11
1030,Graduation,Married,61223.0,0,1,46,709,43,182,42,118,247,2,9,3,4,5,Refuse,No,57,11
1031,PhD,Divorced,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,Refuse,No,56,11
1032,Master,Single,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,Refuse,No,52,11
1033,Graduation,Married,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,Refuse,No,62,11
1034,2n Cycle,Married,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,Refuse,No,49,11
1036,Graduation,Married,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,Refuse,No,46,11
1037,Graduation,Divorced,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,Refuse,No,70,11
1038,Graduation,Married,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,Refuse,No,52,11
1039,Basic,Married,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,Refuse,No,43,11
1040,Graduation,Married,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,Refuse,No,47,11
1041,Graduation,Single,36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,Accept,No,70,11
1042,PhD,Married,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,Refuse,No,49,12
1043,Master,Single,92859.0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,Refuse,No,32,12
1044,Graduation,Married,44010.0,1,0,46,186,36,234,86,72,48,6,10,2,6,9,Refuse,No,44,12
1045,Graduation,Married,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,Refuse,No,61,10
1047,Graduation,Married,50183.0,1,1,47,97,12,84,13,10,15,7,3,1,6,5,Refuse,No,44,10
1048,Graduation,Married,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,Refuse,No,53,10
1049,PhD,Married,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,Refuse,No,48,10
1050,Master,Married,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,Refuse,No,56,10
1051,Graduation,Married,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,Accept,No,56,10
1052,Graduation,Married,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,Refuse,No,56,10
1053,Graduation,Married,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,Refuse,No,49,11
1054,Master,Single,91712.0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,Accept,No,77,11
1055,Graduation,Married,80144.0,0,0,47,240,132,445,250,192,108,1,3,7,8,1,Refuse,No,49,11
1056,PhD,Married,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,Refuse,No,52,11
1057,PhD,Single,68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,Refuse,No,50,11
1058,Master,Single,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,Refuse,No,49,11
1059,Graduation,Married,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,Refuse,No,49,11
1060,Basic,Married,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,Refuse,No,58,11
1062,Graduation,Married,23957.0,1,0,47,2,1,18,20,11,16,1,2,0,3,6,Accept,No,49,12
1063,Graduation,Married,33471.0,1,0,47,43,2,27,0,9,12,3,3,0,4,7,Refuse,No,51,12
1064,PhD,Married,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,Refuse,No,74,10
1065,PhD,Single,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,Refuse,No,39,10
1066,PhD,Widow,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,Refuse,No,74,10
1068,Master,Single,65487.0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,Refuse,No,67,10
1069,Master,Married,65487.0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,Refuse,No,67,10
1070,Graduation,Single,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,Refuse,No,72,11
1071,PhD,Married,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,Refuse,No,50,11
1072,Graduation,Married,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,Refuse,No,46,11
1073,Graduation,Married,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,Refuse,No,51,11
1074,Graduation,Married,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,Refuse,No,54,11
1075,Graduation,Married,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,Refuse,No,33,11
1076,Master,Married,36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,Refuse,No,54,11
1077,Master,Married,57136.0,1,1,48,306,5,109,21,109,92,9,5,2,10,6,Refuse,No,52,11
1078,Graduation,Widow,58275.0,1,1,48,189,10,253,56,43,64,6,8,2,7,7,Refuse,No,69,11
1079,PhD,Divorced,54237.0,0,1,48,267,3,30,4,0,57,4,5,2,5,6,Refuse,No,67,11
1080,PhD,Married,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,Accept,No,50,11
1081,PhD,Married,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,Refuse,No,50,11
1082,Master,Married,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,Refuse,No,63,11
1084,Graduation,Divorced,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,Refuse,No,54,11
1085,Graduation,Married,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,Refuse,No,36,11
1087,Graduation,Single,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,Refuse,Yes,65,11
1088,Graduation,Married,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,Refuse,No,44,12
1089,PhD,Married,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,Refuse,No,63,12
1090,PhD,Married,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,Accept,No,63,12
1091,Graduation,Single,82014.0,0,0,48,980,37,265,35,163,31,1,3,6,12,6,Accept,No,63,12
1092,Graduation,Widow,76320.0,0,1,49,526,35,214,69,53,35,2,6,3,4,2,Refuse,No,65,10
1093,Graduation,Divorced,64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,Refuse,No,70,10
1094,Graduation,Married,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,Refuse,No,49,10
1095,Master,Married,32765.0,1,0,49,13,3,17,7,3,3,2,2,0,4,5,Refuse,No,45,10
1096,2n Cycle,Single,52247.25135379061,1,1,49,5,1,9,2,0,4,1,1,0,2,7,Refuse,No,60,10
1097,2n Cycle,Married,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,Refuse,No,49,11
1098,Graduation,Single,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,Refuse,No,35,11
1099,Graduation,Married,26067.0,1,0,49,22,2,18,0,2,12,3,3,0,3,8,Refuse,No,50,11
1100,Basic,Married,22390.0,0,0,49,0,1,4,15,1,5,1,1,0,2,7,Refuse,No,55,11
1101,Graduation,Married,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,Refuse,No,46,11
1102,Graduation,Single,60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,Refuse,No,46,11
1103,Graduation,Married,38547.0,1,0,49,6,1,10,0,1,4,1,1,0,2,8,Refuse,Yes,43,11
1104,Graduation,Married,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,Refuse,No,44,11
